'Time and date','F8-T8'
'[15:08:07.992 06/11/2076]',-92.991
'[15:08:07.996 06/11/2076]',-283.272
'[15:08:08.000 06/11/2076]',-239.512
'[15:08:08.004 06/11/2076]',-150.427
'[15:08:08.008 06/11/2076]',-208.645
'[15:08:08.012 06/11/2076]',-219.976
'[15:08:08.016 06/11/2076]',-183.248
'[15:08:08.020 06/11/2076]',-209.426
'[15:08:08.023 06/11/2076]',-189.499
'[15:08:08.027 06/11/2076]',-171.526
'[15:08:08.031 06/11/2076]',-209.426
'[15:08:08.035 06/11/2076]',-85.568
'[15:08:08.039 06/11/2076]',-112.918
'[15:08:08.043 06/11/2076]',39.853
'[15:08:08.047 06/11/2076]',-93.773
'[15:08:08.051 06/11/2076]',-121.514
'[15:08:08.055 06/11/2076]',-137.924
'[15:08:08.059 06/11/2076]',-216.459
'[15:08:08.063 06/11/2076]',-32.430
'[15:08:08.066 06/11/2076]',-242.637
'[15:08:08.070 06/11/2076]',-106.276
'[15:08:08.074 06/11/2076]',-47.277
'[15:08:08.078 06/11/2076]',-148.864
'[15:08:08.082 06/11/2076]',17.192
'[15:08:08.086 06/11/2076]',87.131
'[15:08:08.090 06/11/2076]',-100.806
'[15:08:08.094 06/11/2076]',-85.958
'[15:08:08.098 06/11/2076]',12.503
'[15:08:08.102 06/11/2076]',-12.894
'[15:08:08.105 06/11/2076]',30.867
'[15:08:08.109 06/11/2076]',112.918
'[15:08:08.113 06/11/2076]',60.562
'[15:08:08.117 06/11/2076]',-23.053
'[15:08:08.121 06/11/2076]',-71.502
'[15:08:08.125 06/11/2076]',-50.012
'[15:08:08.129 06/11/2076]',26.178
'[15:08:08.133 06/11/2076]',148.083
'[15:08:08.137 06/11/2076]',130.891
'[15:08:08.141 06/11/2076]',104.322
'[15:08:08.145 06/11/2076]',-17.192
'[15:08:08.148 06/11/2076]',-14.066
'[15:08:08.152 06/11/2076]',-21.880
'[15:08:08.156 06/11/2076]',119.560
'[15:08:08.160 06/11/2076]',202.784
'[15:08:08.164 06/11/2076]',79.707
'[15:08:08.168 06/11/2076]',140.659
'[15:08:08.172 06/11/2076]',194.188
'[15:08:08.176 06/11/2076]',144.957
'[15:08:08.180 06/11/2076]',182.076
'[15:08:08.184 06/11/2076]',268.034
'[15:08:08.188 06/11/2076]',91.038
'[15:08:08.191 06/11/2076]',24.225
'[15:08:08.195 06/11/2076]',162.930
'[15:08:08.199 06/11/2076]',207.473
'[15:08:08.203 06/11/2076]',76.190
'[15:08:08.207 06/11/2076]',228.571
'[15:08:08.211 06/11/2076]',225.836
'[15:08:08.215 06/11/2076]',176.996
'[15:08:08.219 06/11/2076]',185.983
'[15:08:08.223 06/11/2076]',269.206
'[15:08:08.227 06/11/2076]',246.154
'[15:08:08.230 06/11/2076]',189.499
'[15:08:08.234 06/11/2076]',299.683
'[15:08:08.238 06/11/2076]',230.525
'[15:08:08.242 06/11/2076]',195.360
'[15:08:08.246 06/11/2076]',175.824
'[15:08:08.250 06/11/2076]',157.070
'[15:08:08.254 06/11/2076]',125.421
'[15:08:08.258 06/11/2076]',174.261
'[15:08:08.262 06/11/2076]',231.306
'[15:08:08.266 06/11/2076]',234.823
'[15:08:08.270 06/11/2076]',193.797
'[15:08:08.273 06/11/2076]',275.458
'[15:08:08.277 06/11/2076]',185.983
'[15:08:08.281 06/11/2076]',121.905
'[15:08:08.285 06/11/2076]',201.221
'[15:08:08.289 06/11/2076]',171.917
'[15:08:08.293 06/11/2076]',220.366
'[15:08:08.297 06/11/2076]',223.492
'[15:08:08.301 06/11/2076]',195.751
'[15:08:08.305 06/11/2076]',118.388
'[15:08:08.309 06/11/2076]',89.475
'[15:08:08.313 06/11/2076]',126.984
'[15:08:08.316 06/11/2076]',156.288
'[15:08:08.320 06/11/2076]',186.764
'[15:08:08.324 06/11/2076]',120.342
'[15:08:08.328 06/11/2076]',85.568
'[15:08:08.332 06/11/2076]',87.131
'[15:08:08.336 06/11/2076]',33.211
'[15:08:08.340 06/11/2076]',-54.701
'[15:08:08.344 06/11/2076]',105.885
'[15:08:08.348 06/11/2076]',-67.595
'[15:08:08.352 06/11/2076]',-53.138
'[15:08:08.355 06/11/2076]',-58.608
'[15:08:08.359 06/11/2076]',-64.078
'[15:08:08.363 06/11/2076]',-106.276
'[15:08:08.367 06/11/2076]',-123.858
'[15:08:08.371 06/11/2076]',-110.183
'[15:08:08.375 06/11/2076]',-33.993
'[15:08:08.379 06/11/2076]',-42.198
'[15:08:08.383 06/11/2076]',-7.033
'[15:08:08.387 06/11/2076]',-140.659
'[15:08:08.391 06/11/2076]',-68.376
'[15:08:08.395 06/11/2076]',-187.546
'[15:08:08.398 06/11/2076]',-208.254
'[15:08:08.402 06/11/2076]',16.801
'[15:08:08.406 06/11/2076]',-247.326
'[15:08:08.410 06/11/2076]',-183.248
'[15:08:08.414 06/11/2076]',-32.821
'[15:08:08.418 06/11/2076]',-112.137
'[15:08:08.422 06/11/2076]',-90.647
'[15:08:08.426 06/11/2076]',14.847
'[15:08:08.430 06/11/2076]',-61.734
'[15:08:08.434 06/11/2076]',-103.932
'[15:08:08.438 06/11/2076]',23.443
'[15:08:08.441 06/11/2076]',-20.708
'[15:08:08.445 06/11/2076]',-85.568
'[15:08:08.449 06/11/2076]',-55.482
'[15:08:08.453 06/11/2076]',-62.906
'[15:08:08.457 06/11/2076]',-44.151
'[15:08:08.461 06/11/2076]',-7.814
'[15:08:08.465 06/11/2076]',10.159
'[15:08:08.469 06/11/2076]',-112.918
'[15:08:08.473 06/11/2076]',-80.098
'[15:08:08.477 06/11/2076]',-24.225
'[15:08:08.480 06/11/2076]',-25.788
'[15:08:08.484 06/11/2076]',7.033
'[15:08:08.488 06/11/2076]',-0.781
'[15:08:08.492 06/11/2076]',-30.085
'[15:08:08.496 06/11/2076]',-26.178
'[15:08:08.500 06/11/2076]',-12.894
'[15:08:08.504 06/11/2076]',4.689
'[15:08:08.508 06/11/2076]',-7.033
'[15:08:08.512 06/11/2076]',18.755
'[15:08:08.516 06/11/2076]',0.781
'[15:08:08.520 06/11/2076]',26.569
'[15:08:08.523 06/11/2076]',7.814
'[15:08:08.527 06/11/2076]',11.331
'[15:08:08.531 06/11/2076]',26.178
'[15:08:08.535 06/11/2076]',4.298
'[15:08:08.539 06/11/2076]',21.490
'[15:08:08.543 06/11/2076]',22.662
'[15:08:08.547 06/11/2076]',43.370
'[15:08:08.551 06/11/2076]',29.304
'[15:08:08.555 06/11/2076]',23.443
'[15:08:08.559 06/11/2076]',16.410
'[15:08:08.563 06/11/2076]',26.569
'[15:08:08.566 06/11/2076]',-5.470
'[15:08:08.570 06/11/2076]',4.689
'[15:08:08.574 06/11/2076]',7.033
'[15:08:08.578 06/11/2076]',4.689
'[15:08:08.582 06/11/2076]',1.563
'[15:08:08.586 06/11/2076]',-0.391
'[15:08:08.590 06/11/2076]',-5.861
'[15:08:08.594 06/11/2076]',-3.126
'[15:08:08.598 06/11/2076]',17.582
'[15:08:08.602 06/11/2076]',20.708
'[15:08:08.605 06/11/2076]',16.410
'[15:08:08.609 06/11/2076]',21.880
'[15:08:08.613 06/11/2076]',21.880
'[15:08:08.617 06/11/2076]',13.675
'[15:08:08.621 06/11/2076]',-0.781
'[15:08:08.625 06/11/2076]',10.940
'[15:08:08.629 06/11/2076]',16.410
'[15:08:08.633 06/11/2076]',-22.271
'[15:08:08.637 06/11/2076]',-5.079
'[15:08:08.641 06/11/2076]',-10.940
'[15:08:08.645 06/11/2076]',-23.443
'[15:08:08.648 06/11/2076]',-14.457
'[15:08:08.652 06/11/2076]',-17.582
'[15:08:08.656 06/11/2076]',-29.695
'[15:08:08.660 06/11/2076]',-28.132
'[15:08:08.664 06/11/2076]',-20.317
'[15:08:08.668 06/11/2076]',-25.006
'[15:08:08.672 06/11/2076]',-46.886
'[15:08:08.676 06/11/2076]',-39.463
'[15:08:08.680 06/11/2076]',-37.900
'[15:08:08.684 06/11/2076]',-61.734
'[15:08:08.688 06/11/2076]',-61.343
'[15:08:08.691 06/11/2076]',-61.343
'[15:08:08.695 06/11/2076]',-66.813
'[15:08:08.699 06/11/2076]',-63.687
'[15:08:08.703 06/11/2076]',-60.562
'[15:08:08.707 06/11/2076]',-66.422
'[15:08:08.711 06/11/2076]',-66.032
'[15:08:08.715 06/11/2076]',-60.952
'[15:08:08.719 06/11/2076]',-63.687
'[15:08:08.723 06/11/2076]',-75.800
'[15:08:08.727 06/11/2076]',-54.701
'[15:08:08.730 06/11/2076]',-52.357
'[15:08:08.734 06/11/2076]',-69.548
'[15:08:08.738 06/11/2076]',-75.800
'[15:08:08.742 06/11/2076]',-70.330
'[15:08:08.746 06/11/2076]',-83.223
'[15:08:08.750 06/11/2076]',-78.144
'[15:08:08.754 06/11/2076]',-74.628
'[15:08:08.758 06/11/2076]',-81.661
'[15:08:08.762 06/11/2076]',-82.833
'[15:08:08.766 06/11/2076]',-81.270
'[15:08:08.770 06/11/2076]',-82.833
'[15:08:08.773 06/11/2076]',-86.349
'[15:08:08.777 06/11/2076]',-84.005
'[15:08:08.781 06/11/2076]',-76.581
'[15:08:08.785 06/11/2076]',-80.488
'[15:08:08.789 06/11/2076]',-87.131
'[15:08:08.793 06/11/2076]',-68.376
'[15:08:08.797 06/11/2076]',-66.422
'[15:08:08.801 06/11/2076]',-85.568
'[15:08:08.805 06/11/2076]',-86.349
'[15:08:08.809 06/11/2076]',-73.065
'[15:08:08.813 06/11/2076]',-65.250
'[15:08:08.816 06/11/2076]',-67.204
'[15:08:08.820 06/11/2076]',-56.264
'[15:08:08.824 06/11/2076]',-72.283
'[15:08:08.828 06/11/2076]',-74.628
'[15:08:08.832 06/11/2076]',-65.641
'[15:08:08.836 06/11/2076]',-64.469
'[15:08:08.840 06/11/2076]',-72.283
'[15:08:08.844 06/11/2076]',-57.045
'[15:08:08.848 06/11/2076]',-47.668
'[15:08:08.852 06/11/2076]',-52.747
'[15:08:08.855 06/11/2076]',-47.277
'[15:08:08.859 06/11/2076]',-38.681
'[15:08:08.863 06/11/2076]',-46.105
'[15:08:08.867 06/11/2076]',-53.138
'[15:08:08.871 06/11/2076]',-50.794
'[15:08:08.875 06/11/2076]',-45.324
'[15:08:08.879 06/11/2076]',-44.542
'[15:08:08.883 06/11/2076]',-44.933
'[15:08:08.887 06/11/2076]',-50.794
'[15:08:08.891 06/11/2076]',-71.111
'[15:08:08.895 06/11/2076]',-71.893
'[15:08:08.898 06/11/2076]',-75.018
'[15:08:08.902 06/11/2076]',-84.005
'[15:08:08.906 06/11/2076]',-89.475
'[15:08:08.910 06/11/2076]',-75.018
'[15:08:08.914 06/11/2076]',-80.098
'[15:08:08.918 06/11/2076]',-92.210
'[15:08:08.922 06/11/2076]',-92.991
'[15:08:08.926 06/11/2076]',-100.415
'[15:08:08.930 06/11/2076]',-107.839
'[15:08:08.934 06/11/2076]',-118.779
'[15:08:08.938 06/11/2076]',-126.593
'[15:08:08.941 06/11/2076]',-126.984
'[15:08:08.945 06/11/2076]',-128.156
'[15:08:08.949 06/11/2076]',-126.593
'[15:08:08.953 06/11/2076]',-128.938
'[15:08:08.957 06/11/2076]',-143.004
'[15:08:08.961 06/11/2076]',-150.037
'[15:08:08.965 06/11/2076]',-132.454
'[15:08:08.969 06/11/2076]',-139.096
'[15:08:08.973 06/11/2076]',-124.640
'[15:08:08.977 06/11/2076]',-88.303
'[15:08:08.980 06/11/2076]',-98.462
'[15:08:08.984 06/11/2076]',-104.322
'[15:08:08.988 06/11/2076]',-121.905
'[15:08:08.992 06/11/2076]',-122.295
'[15:08:08.996 06/11/2076]',-113.700
'[15:08:09.000 06/11/2076]',-106.667
'[15:08:09.004 06/11/2076]',-93.382
'[15:08:09.008 06/11/2076]',-94.164
'[15:08:09.012 06/11/2076]',-88.303
'[15:08:09.016 06/11/2076]',-74.237
'[15:08:09.020 06/11/2076]',-85.568
'[15:08:09.023 06/11/2076]',-84.786
'[15:08:09.027 06/11/2076]',-77.363
'[15:08:09.031 06/11/2076]',-63.297
'[15:08:09.035 06/11/2076]',-58.999
'[15:08:09.039 06/11/2076]',-45.324
'[15:08:09.043 06/11/2076]',-21.880
'[15:08:09.047 06/11/2076]',-28.132
'[15:08:09.051 06/11/2076]',-41.807
'[15:08:09.055 06/11/2076]',-39.072
'[15:08:09.059 06/11/2076]',-33.602
'[15:08:09.063 06/11/2076]',-16.801
'[15:08:09.066 06/11/2076]',-16.020
'[15:08:09.070 06/11/2076]',-6.252
'[15:08:09.074 06/11/2076]',-13.675
'[15:08:09.078 06/11/2076]',-1.172
'[15:08:09.082 06/11/2076]',6.642
'[15:08:09.086 06/11/2076]',11.331
'[15:08:09.090 06/11/2076]',5.470
'[15:08:09.094 06/11/2076]',14.457
'[15:08:09.098 06/11/2076]',28.132
'[15:08:09.102 06/11/2076]',26.569
'[15:08:09.105 06/11/2076]',41.026
'[15:08:09.109 06/11/2076]',42.198
'[15:08:09.113 06/11/2076]',35.165
'[15:08:09.117 06/11/2076]',19.927
'[15:08:09.121 06/11/2076]',12.503
'[15:08:09.125 06/11/2076]',21.099
'[15:08:09.129 06/11/2076]',27.350
'[15:08:09.133 06/11/2076]',33.993
'[15:08:09.137 06/11/2076]',36.728
'[15:08:09.141 06/11/2076]',31.648
'[15:08:09.145 06/11/2076]',34.774
'[15:08:09.148 06/11/2076]',41.026
'[15:08:09.152 06/11/2076]',27.741
'[15:08:09.156 06/11/2076]',26.178
'[15:08:09.160 06/11/2076]',38.681
'[15:08:09.164 06/11/2076]',34.774
'[15:08:09.168 06/11/2076]',36.337
'[15:08:09.172 06/11/2076]',42.589
'[15:08:09.176 06/11/2076]',20.708
'[15:08:09.180 06/11/2076]',19.145
'[15:08:09.184 06/11/2076]',9.377
'[15:08:09.188 06/11/2076]',2.344
'[15:08:09.191 06/11/2076]',-1.563
'[15:08:09.195 06/11/2076]',5.861
'[15:08:09.199 06/11/2076]',4.689
'[15:08:09.203 06/11/2076]',-8.987
'[15:08:09.207 06/11/2076]',0.000
'[15:08:09.211 06/11/2076]',-7.033
'[15:08:09.215 06/11/2076]',-6.252
'[15:08:09.219 06/11/2076]',-7.814
'[15:08:09.223 06/11/2076]',-7.424
'[15:08:09.227 06/11/2076]',8.987
'[15:08:09.230 06/11/2076]',17.582
'[15:08:09.234 06/11/2076]',15.629
'[15:08:09.238 06/11/2076]',0.781
'[15:08:09.242 06/11/2076]',10.159
'[15:08:09.246 06/11/2076]',22.271
'[15:08:09.250 06/11/2076]',14.457
'[15:08:09.254 06/11/2076]',21.099
'[15:08:09.258 06/11/2076]',35.165
'[15:08:09.262 06/11/2076]',40.244
'[15:08:09.266 06/11/2076]',38.291
'[15:08:09.270 06/11/2076]',50.403
'[15:08:09.273 06/11/2076]',42.198
'[15:08:09.277 06/11/2076]',48.059
'[15:08:09.281 06/11/2076]',64.078
'[15:08:09.285 06/11/2076]',74.237
'[15:08:09.289 06/11/2076]',68.376
'[15:08:09.293 06/11/2076]',85.177
'[15:08:09.297 06/11/2076]',82.051
'[15:08:09.301 06/11/2076]',59.780
'[15:08:09.305 06/11/2076]',54.701
'[15:08:09.309 06/11/2076]',62.515
'[15:08:09.313 06/11/2076]',61.734
'[15:08:09.316 06/11/2076]',57.436
'[15:08:09.320 06/11/2076]',62.906
'[15:08:09.324 06/11/2076]',46.886
'[15:08:09.328 06/11/2076]',36.337
'[15:08:09.332 06/11/2076]',44.542
'[15:08:09.336 06/11/2076]',47.668
'[15:08:09.340 06/11/2076]',25.788
'[15:08:09.344 06/11/2076]',34.774
'[15:08:09.348 06/11/2076]',48.059
'[15:08:09.352 06/11/2076]',7.033
'[15:08:09.355 06/11/2076]',17.582
'[15:08:09.359 06/11/2076]',26.178
'[15:08:09.363 06/11/2076]',0.781
'[15:08:09.367 06/11/2076]',-6.252
'[15:08:09.371 06/11/2076]',-14.457
'[15:08:09.375 06/11/2076]',-19.927
'[15:08:09.379 06/11/2076]',-22.662
'[15:08:09.383 06/11/2076]',-23.053
'[15:08:09.387 06/11/2076]',-34.774
'[15:08:09.391 06/11/2076]',-42.589
'[15:08:09.395 06/11/2076]',-42.589
'[15:08:09.398 06/11/2076]',-42.198
'[15:08:09.402 06/11/2076]',-46.886
'[15:08:09.406 06/11/2076]',-48.449
'[15:08:09.410 06/11/2076]',-44.933
'[15:08:09.414 06/11/2076]',-25.397
'[15:08:09.418 06/11/2076]',-26.569
'[15:08:09.422 06/11/2076]',-51.575
'[15:08:09.426 06/11/2076]',-41.026
'[15:08:09.430 06/11/2076]',-51.184
'[15:08:09.434 06/11/2076]',-67.204
'[15:08:09.438 06/11/2076]',-48.449
'[15:08:09.441 06/11/2076]',-48.449
'[15:08:09.445 06/11/2076]',-54.310
'[15:08:09.449 06/11/2076]',-56.654
'[15:08:09.453 06/11/2076]',-52.747
'[15:08:09.457 06/11/2076]',-66.032
'[15:08:09.461 06/11/2076]',-68.767
'[15:08:09.465 06/11/2076]',-59.780
'[15:08:09.469 06/11/2076]',-71.502
'[15:08:09.473 06/11/2076]',-74.628
'[15:08:09.477 06/11/2076]',-42.589
'[15:08:09.480 06/11/2076]',-39.463
'[15:08:09.484 06/11/2076]',-47.277
'[15:08:09.488 06/11/2076]',-51.966
'[15:08:09.492 06/11/2076]',-58.608
'[15:08:09.496 06/11/2076]',-60.952
'[15:08:09.500 06/11/2076]',-59.780
'[15:08:09.504 06/11/2076]',-58.999
'[15:08:09.508 06/11/2076]',-50.012
'[15:08:09.512 06/11/2076]',-49.231
'[15:08:09.516 06/11/2076]',-44.542
'[15:08:09.520 06/11/2076]',-43.761
'[15:08:09.523 06/11/2076]',-50.012
'[15:08:09.527 06/11/2076]',-46.886
'[15:08:09.531 06/11/2076]',-33.602
'[15:08:09.535 06/11/2076]',-29.695
'[15:08:09.539 06/11/2076]',-24.615
'[15:08:09.543 06/11/2076]',7.814
'[15:08:09.547 06/11/2076]',20.708
'[15:08:09.551 06/11/2076]',-5.470
'[15:08:09.555 06/11/2076]',-0.391
'[15:08:09.559 06/11/2076]',-9.768
'[15:08:09.563 06/11/2076]',-17.973
'[15:08:09.566 06/11/2076]',-12.894
'[15:08:09.570 06/11/2076]',6.252
'[15:08:09.574 06/11/2076]',-0.391
'[15:08:09.578 06/11/2076]',16.020
'[15:08:09.582 06/11/2076]',24.615
'[15:08:09.586 06/11/2076]',30.476
'[15:08:09.590 06/11/2076]',8.205
'[15:08:09.594 06/11/2076]',19.145
'[15:08:09.598 06/11/2076]',26.960
'[15:08:09.602 06/11/2076]',15.238
'[15:08:09.605 06/11/2076]',27.350
'[15:08:09.609 06/11/2076]',41.026
'[15:08:09.613 06/11/2076]',29.695
'[15:08:09.617 06/11/2076]',23.443
'[15:08:09.621 06/11/2076]',21.880
'[15:08:09.625 06/11/2076]',25.788
'[15:08:09.629 06/11/2076]',40.244
'[15:08:09.633 06/11/2076]',51.966
'[15:08:09.637 06/11/2076]',49.231
'[15:08:09.641 06/11/2076]',51.184
'[15:08:09.645 06/11/2076]',65.250
'[15:08:09.648 06/11/2076]',77.363
'[15:08:09.652 06/11/2076]',75.800
'[15:08:09.656 06/11/2076]',95.336
'[15:08:09.660 06/11/2076]',108.620
'[15:08:09.664 06/11/2076]',97.289
'[15:08:09.668 06/11/2076]',111.355
'[15:08:09.672 06/11/2076]',98.071
'[15:08:09.676 06/11/2076]',104.713
'[15:08:09.680 06/11/2076]',115.653
'[15:08:09.684 06/11/2076]',112.918
'[15:08:09.688 06/11/2076]',115.263
'[15:08:09.691 06/11/2076]',124.249
'[15:08:09.695 06/11/2076]',119.170
'[15:08:09.699 06/11/2076]',122.295
'[15:08:09.703 06/11/2076]',130.110
'[15:08:09.707 06/11/2076]',126.984
'[15:08:09.711 06/11/2076]',116.825
'[15:08:09.715 06/11/2076]',123.468
'[15:08:09.719 06/11/2076]',99.634
'[15:08:09.723 06/11/2076]',96.899
'[15:08:09.727 06/11/2076]',117.216
'[15:08:09.730 06/11/2076]',117.216
'[15:08:09.734 06/11/2076]',101.587
'[15:08:09.738 06/11/2076]',79.316
'[15:08:09.742 06/11/2076]',73.455
'[15:08:09.746 06/11/2076]',70.720
'[15:08:09.750 06/11/2076]',66.813
'[15:08:09.754 06/11/2076]',62.906
'[15:08:09.758 06/11/2076]',56.264
'[15:08:09.762 06/11/2076]',52.357
'[15:08:09.766 06/11/2076]',50.794
'[15:08:09.770 06/11/2076]',54.310
'[15:08:09.773 06/11/2076]',44.542
'[15:08:09.777 06/11/2076]',35.165
'[15:08:09.781 06/11/2076]',42.198
'[15:08:09.785 06/11/2076]',31.258
'[15:08:09.789 06/11/2076]',29.695
'[15:08:09.793 06/11/2076]',51.184
'[15:08:09.797 06/11/2076]',53.919
'[15:08:09.801 06/11/2076]',26.960
'[15:08:09.805 06/11/2076]',35.556
'[15:08:09.809 06/11/2076]',37.118
'[15:08:09.813 06/11/2076]',26.178
'[15:08:09.816 06/11/2076]',41.416
'[15:08:09.820 06/11/2076]',57.827
'[15:08:09.824 06/11/2076]',56.654
'[15:08:09.828 06/11/2076]',66.422
'[15:08:09.832 06/11/2076]',85.958
'[15:08:09.836 06/11/2076]',75.800
'[15:08:09.840 06/11/2076]',65.641
'[15:08:09.844 06/11/2076]',81.661
'[15:08:09.848 06/11/2076]',98.071
'[15:08:09.852 06/11/2076]',96.899
'[15:08:09.855 06/11/2076]',105.495
'[15:08:09.859 06/11/2076]',123.468
'[15:08:09.863 06/11/2076]',117.607
'[15:08:09.867 06/11/2076]',120.733
'[15:08:09.871 06/11/2076]',107.839
'[15:08:09.875 06/11/2076]',117.216
'[15:08:09.879 06/11/2076]',98.852
'[15:08:09.883 06/11/2076]',96.117
'[15:08:09.887 06/11/2076]',96.117
'[15:08:09.891 06/11/2076]',92.601
'[15:08:09.895 06/11/2076]',96.117
'[15:08:09.898 06/11/2076]',91.429
'[15:08:09.902 06/11/2076]',68.376
'[15:08:09.906 06/11/2076]',54.701
'[15:08:09.910 06/11/2076]',55.482
'[15:08:09.914 06/11/2076]',61.734
'[15:08:09.918 06/11/2076]',55.482
'[15:08:09.922 06/11/2076]',48.449
'[15:08:09.926 06/11/2076]',49.621
'[15:08:09.930 06/11/2076]',38.681
'[15:08:09.934 06/11/2076]',25.397
'[15:08:09.938 06/11/2076]',32.039
'[15:08:09.941 06/11/2076]',25.006
'[15:08:09.945 06/11/2076]',27.741
'[15:08:09.949 06/11/2076]',34.774
'[15:08:09.953 06/11/2076]',48.449
'[15:08:09.957 06/11/2076]',19.145
'[15:08:09.961 06/11/2076]',32.039
'[15:08:09.965 06/11/2076]',29.695
'[15:08:09.969 06/11/2076]',22.662
'[15:08:09.973 06/11/2076]',26.178
'[15:08:09.977 06/11/2076]',44.151
'[15:08:09.980 06/11/2076]',42.979
'[15:08:09.984 06/11/2076]',30.085
'[15:08:09.988 06/11/2076]',26.178
'[15:08:09.992 06/11/2076]',32.430
'[15:08:09.996 06/11/2076]',30.476
