'Time and date','F8-T8'
'[15:08:10.000 06/11/2076]',23.834
'[15:08:10.004 06/11/2076]',39.463
'[15:08:10.008 06/11/2076]',47.277
'[15:08:10.012 06/11/2076]',49.621
'[15:08:10.016 06/11/2076]',53.138
'[15:08:10.020 06/11/2076]',53.529
'[15:08:10.023 06/11/2076]',33.993
'[15:08:10.027 06/11/2076]',61.734
'[15:08:10.031 06/11/2076]',73.846
'[15:08:10.035 06/11/2076]',82.442
'[15:08:10.039 06/11/2076]',81.270
'[15:08:10.043 06/11/2076]',87.521
'[15:08:10.047 06/11/2076]',92.210
'[15:08:10.051 06/11/2076]',67.595
'[15:08:10.055 06/11/2076]',57.436
'[15:08:10.059 06/11/2076]',53.138
'[15:08:10.063 06/11/2076]',60.171
'[15:08:10.066 06/11/2076]',67.595
'[15:08:10.070 06/11/2076]',75.018
'[15:08:10.074 06/11/2076]',68.767
'[15:08:10.078 06/11/2076]',56.264
'[15:08:10.082 06/11/2076]',47.277
'[15:08:10.086 06/11/2076]',42.589
'[15:08:10.090 06/11/2076]',46.105
'[15:08:10.094 06/11/2076]',44.151
'[15:08:10.098 06/11/2076]',59.780
'[15:08:10.102 06/11/2076]',51.966
'[15:08:10.105 06/11/2076]',30.085
'[15:08:10.109 06/11/2076]',39.463
'[15:08:10.113 06/11/2076]',33.602
'[15:08:10.117 06/11/2076]',15.629
'[15:08:10.121 06/11/2076]',11.722
'[15:08:10.125 06/11/2076]',12.503
'[15:08:10.129 06/11/2076]',3.516
'[15:08:10.133 06/11/2076]',-9.768
'[15:08:10.137 06/11/2076]',-7.424
'[15:08:10.141 06/11/2076]',-19.536
'[15:08:10.145 06/11/2076]',-25.397
'[15:08:10.148 06/11/2076]',-25.006
'[15:08:10.152 06/11/2076]',-52.357
'[15:08:10.156 06/11/2076]',-57.436
'[15:08:10.160 06/11/2076]',-53.529
'[15:08:10.164 06/11/2076]',-42.589
'[15:08:10.168 06/11/2076]',-42.589
'[15:08:10.172 06/11/2076]',-52.357
'[15:08:10.176 06/11/2076]',-71.502
'[15:08:10.180 06/11/2076]',-67.985
'[15:08:10.184 06/11/2076]',-92.210
'[15:08:10.188 06/11/2076]',-105.104
'[15:08:10.191 06/11/2076]',-94.945
'[15:08:10.195 06/11/2076]',-109.402
'[15:08:10.199 06/11/2076]',-116.044
'[15:08:10.203 06/11/2076]',-108.230
'[15:08:10.207 06/11/2076]',-110.965
'[15:08:10.211 06/11/2076]',-116.435
'[15:08:10.215 06/11/2076]',-109.011
'[15:08:10.219 06/11/2076]',-116.044
'[15:08:10.223 06/11/2076]',-139.487
'[15:08:10.227 06/11/2076]',-106.276
'[15:08:10.230 06/11/2076]',-100.415
'[15:08:10.234 06/11/2076]',-101.978
'[15:08:10.238 06/11/2076]',-125.421
'[15:08:10.242 06/11/2076]',-129.328
'[15:08:10.246 06/11/2076]',-149.255
'[15:08:10.250 06/11/2076]',-176.996
'[15:08:10.254 06/11/2076]',-166.056
'[15:08:10.258 06/11/2076]',-162.149
'[15:08:10.262 06/11/2076]',-162.149
'[15:08:10.266 06/11/2076]',-151.990
'[15:08:10.270 06/11/2076]',-158.242
'[15:08:10.273 06/11/2076]',-175.433
'[15:08:10.277 06/11/2076]',-173.871
'[15:08:10.281 06/11/2076]',-171.917
'[15:08:10.285 06/11/2076]',-180.904
'[15:08:10.289 06/11/2076]',-167.619
'[15:08:10.293 06/11/2076]',-149.646
'[15:08:10.297 06/11/2076]',-147.692
'[15:08:10.301 06/11/2076]',-147.302
'[15:08:10.305 06/11/2076]',-151.209
'[15:08:10.309 06/11/2076]',-151.209
'[15:08:10.313 06/11/2076]',-135.971
'[15:08:10.316 06/11/2076]',-131.282
'[15:08:10.320 06/11/2076]',-141.832
'[15:08:10.324 06/11/2076]',-150.427
'[15:08:10.328 06/11/2076]',-153.944
'[15:08:10.332 06/11/2076]',-149.255
'[15:08:10.336 06/11/2076]',-133.236
'[15:08:10.340 06/11/2076]',-137.143
'[15:08:10.344 06/11/2076]',-123.858
'[15:08:10.348 06/11/2076]',-99.634
'[15:08:10.352 06/11/2076]',-117.998
'[15:08:10.355 06/11/2076]',-111.746
'[15:08:10.359 06/11/2076]',-100.806
'[15:08:10.363 06/11/2076]',-103.541
'[15:08:10.367 06/11/2076]',-123.468
'[15:08:10.371 06/11/2076]',-99.634
'[15:08:10.375 06/11/2076]',-85.958
'[15:08:10.379 06/11/2076]',-68.767
'[15:08:10.383 06/11/2076]',-68.767
'[15:08:10.387 06/11/2076]',-60.952
'[15:08:10.391 06/11/2076]',-66.813
'[15:08:10.395 06/11/2076]',-81.661
'[15:08:10.398 06/11/2076]',-75.800
'[15:08:10.402 06/11/2076]',-73.455
'[15:08:10.406 06/11/2076]',-79.707
'[15:08:10.410 06/11/2076]',-63.687
'[15:08:10.414 06/11/2076]',-48.059
'[15:08:10.418 06/11/2076]',-46.105
'[15:08:10.422 06/11/2076]',-51.966
'[15:08:10.426 06/11/2076]',-48.449
'[15:08:10.430 06/11/2076]',-45.714
'[15:08:10.434 06/11/2076]',-64.860
'[15:08:10.438 06/11/2076]',-73.065
'[15:08:10.441 06/11/2076]',-40.635
'[15:08:10.445 06/11/2076]',-41.026
'[15:08:10.449 06/11/2076]',-42.198
'[15:08:10.453 06/11/2076]',-28.523
'[15:08:10.457 06/11/2076]',-58.999
'[15:08:10.461 06/11/2076]',-64.078
'[15:08:10.465 06/11/2076]',-47.668
'[15:08:10.469 06/11/2076]',-55.482
'[15:08:10.473 06/11/2076]',-46.886
'[15:08:10.477 06/11/2076]',-25.788
'[15:08:10.480 06/11/2076]',-22.271
'[15:08:10.484 06/11/2076]',-42.198
'[15:08:10.488 06/11/2076]',-46.886
'[15:08:10.492 06/11/2076]',-37.118
'[15:08:10.496 06/11/2076]',-28.132
'[15:08:10.500 06/11/2076]',-16.801
'[15:08:10.504 06/11/2076]',-28.523
'[15:08:10.508 06/11/2076]',-30.085
'[15:08:10.512 06/11/2076]',-44.933
'[15:08:10.516 06/11/2076]',-46.496
'[15:08:10.520 06/11/2076]',-19.536
'[15:08:10.523 06/11/2076]',-31.648
'[15:08:10.527 06/11/2076]',-21.880
'[15:08:10.531 06/11/2076]',-7.814
'[15:08:10.535 06/11/2076]',-17.582
'[15:08:10.539 06/11/2076]',-19.145
'[15:08:10.543 06/11/2076]',-5.079
'[15:08:10.547 06/11/2076]',-8.205
'[15:08:10.551 06/11/2076]',-49.621
'[15:08:10.555 06/11/2076]',-39.463
'[15:08:10.559 06/11/2076]',-46.105
'[15:08:10.563 06/11/2076]',-53.138
'[15:08:10.566 06/11/2076]',-40.244
'[15:08:10.570 06/11/2076]',-54.310
'[15:08:10.574 06/11/2076]',-58.608
'[15:08:10.578 06/11/2076]',-41.807
'[15:08:10.582 06/11/2076]',-52.357
'[15:08:10.586 06/11/2076]',-45.714
'[15:08:10.590 06/11/2076]',-46.105
'[15:08:10.594 06/11/2076]',-48.449
'[15:08:10.598 06/11/2076]',-44.151
'[15:08:10.602 06/11/2076]',-36.728
'[15:08:10.605 06/11/2076]',-46.496
'[15:08:10.609 06/11/2076]',-27.350
'[15:08:10.613 06/11/2076]',-32.821
'[15:08:10.617 06/11/2076]',-43.761
'[15:08:10.621 06/11/2076]',-50.794
'[15:08:10.625 06/11/2076]',-61.343
'[15:08:10.629 06/11/2076]',-52.357
'[15:08:10.633 06/11/2076]',-50.794
'[15:08:10.637 06/11/2076]',-65.641
'[15:08:10.641 06/11/2076]',-72.283
'[15:08:10.645 06/11/2076]',-80.098
'[15:08:10.648 06/11/2076]',-86.349
'[15:08:10.652 06/11/2076]',-95.336
'[15:08:10.656 06/11/2076]',-98.071
'[15:08:10.660 06/11/2076]',-110.574
'[15:08:10.664 06/11/2076]',-101.197
'[15:08:10.668 06/11/2076]',-122.295
'[15:08:10.672 06/11/2076]',-132.845
'[15:08:10.676 06/11/2076]',-136.361
'[15:08:10.680 06/11/2076]',-147.692
'[15:08:10.684 06/11/2076]',-159.805
'[15:08:10.688 06/11/2076]',-169.182
'[15:08:10.691 06/11/2076]',-190.672
'[15:08:10.695 06/11/2076]',-195.360
'[15:08:10.699 06/11/2076]',-202.393
'[15:08:10.703 06/11/2076]',-227.399
'[15:08:10.707 06/11/2076]',-203.565
'[15:08:10.711 06/11/2076]',-218.022
'[15:08:10.715 06/11/2076]',-216.850
'[15:08:10.719 06/11/2076]',-204.737
'[15:08:10.723 06/11/2076]',-215.287
'[15:08:10.727 06/11/2076]',-194.969
'[15:08:10.730 06/11/2076]',-185.592
'[15:08:10.734 06/11/2076]',-198.486
'[15:08:10.738 06/11/2076]',-205.910
'[15:08:10.742 06/11/2076]',-202.784
'[15:08:10.746 06/11/2076]',-165.665
'[15:08:10.750 06/11/2076]',-152.381
'[15:08:10.754 06/11/2076]',-128.938
'[15:08:10.758 06/11/2076]',-113.309
'[15:08:10.762 06/11/2076]',-116.435
'[15:08:10.766 06/11/2076]',-98.852
'[15:08:10.770 06/11/2076]',-82.442
'[15:08:10.773 06/11/2076]',-81.661
'[15:08:10.777 06/11/2076]',-36.728
'[15:08:10.781 06/11/2076]',-41.026
'[15:08:10.785 06/11/2076]',-53.138
'[15:08:10.789 06/11/2076]',-10.549
'[15:08:10.793 06/11/2076]',18.755
'[15:08:10.797 06/11/2076]',23.834
'[15:08:10.801 06/11/2076]',24.615
'[15:08:10.805 06/11/2076]',20.317
'[15:08:10.809 06/11/2076]',4.689
'[15:08:10.813 06/11/2076]',26.960
'[15:08:10.816 06/11/2076]',45.714
'[15:08:10.820 06/11/2076]',48.840
'[15:08:10.824 06/11/2076]',55.873
'[15:08:10.828 06/11/2076]',66.813
'[15:08:10.832 06/11/2076]',71.893
'[15:08:10.836 06/11/2076]',79.316
'[15:08:10.840 06/11/2076]',82.833
'[15:08:10.844 06/11/2076]',88.303
'[15:08:10.848 06/11/2076]',123.858
'[15:08:10.852 06/11/2076]',102.759
'[15:08:10.855 06/11/2076]',112.137
'[15:08:10.859 06/11/2076]',92.210
'[15:08:10.863 06/11/2076]',108.230
'[15:08:10.867 06/11/2076]',121.905
'[15:08:10.871 06/11/2076]',125.812
'[15:08:10.875 06/11/2076]',173.089
'[15:08:10.879 06/11/2076]',137.924
'[15:08:10.883 06/11/2076]',94.554
'[15:08:10.887 06/11/2076]',102.369
'[15:08:10.891 06/11/2076]',121.123
'[15:08:10.895 06/11/2076]',83.223
'[15:08:10.898 06/11/2076]',143.394
'[15:08:10.902 06/11/2076]',137.143
'[15:08:10.906 06/11/2076]',101.587
'[15:08:10.910 06/11/2076]',132.845
'[15:08:10.914 06/11/2076]',157.460
'[15:08:10.918 06/11/2076]',148.864
'[15:08:10.922 06/11/2076]',100.806
'[15:08:10.926 06/11/2076]',134.017
'[15:08:10.930 06/11/2076]',145.739
'[15:08:10.934 06/11/2076]',147.692
'[15:08:10.938 06/11/2076]',164.493
'[15:08:10.941 06/11/2076]',156.288
'[15:08:10.945 06/11/2076]',141.050
'[15:08:10.949 06/11/2076]',126.984
'[15:08:10.953 06/11/2076]',102.759
'[15:08:10.957 06/11/2076]',171.136
'[15:08:10.961 06/11/2076]',142.222
'[15:08:10.965 06/11/2076]',65.641
'[15:08:10.969 06/11/2076]',65.641
'[15:08:10.973 06/11/2076]',22.271
'[15:08:10.977 06/11/2076]',76.190
'[15:08:10.980 06/11/2076]',153.944
'[15:08:10.984 06/11/2076]',109.402
'[15:08:10.988 06/11/2076]',98.071
'[15:08:10.992 06/11/2076]',62.125
'[15:08:10.996 06/11/2076]',59.780
'[15:08:11.000 06/11/2076]',93.773
'[15:08:11.004 06/11/2076]',138.315
'[15:08:11.008 06/11/2076]',73.846
'[15:08:11.012 06/11/2076]',73.065
'[15:08:11.016 06/11/2076]',50.794
'[15:08:11.020 06/11/2076]',84.005
'[15:08:11.023 06/11/2076]',73.846
'[15:08:11.027 06/11/2076]',42.589
'[15:08:11.031 06/11/2076]',91.819
'[15:08:11.035 06/11/2076]',97.289
'[15:08:11.039 06/11/2076]',87.912
'[15:08:11.043 06/11/2076]',145.348
'[15:08:11.047 06/11/2076]',168.400
'[15:08:11.051 06/11/2076]',127.766
'[15:08:11.055 06/11/2076]',87.521
'[15:08:11.059 06/11/2076]',139.096
'[15:08:11.063 06/11/2076]',120.733
'[15:08:11.066 06/11/2076]',-17.973
'[15:08:11.070 06/11/2076]',64.469
'[15:08:11.074 06/11/2076]',69.939
'[15:08:11.078 06/11/2076]',73.065
'[15:08:11.082 06/11/2076]',150.818
'[15:08:11.086 06/11/2076]',171.136
'[15:08:11.090 06/11/2076]',124.249
'[15:08:11.094 06/11/2076]',58.608
'[15:08:11.098 06/11/2076]',33.211
'[15:08:11.102 06/11/2076]',43.761
'[15:08:11.105 06/11/2076]',-49.231
'[15:08:11.109 06/11/2076]',79.707
'[15:08:11.113 06/11/2076]',122.686
'[15:08:11.117 06/11/2076]',71.502
'[15:08:11.121 06/11/2076]',199.267
'[15:08:11.125 06/11/2076]',91.038
'[15:08:11.129 06/11/2076]',87.912
'[15:08:11.133 06/11/2076]',-12.894
'[15:08:11.137 06/11/2076]',-62.125
'[15:08:11.141 06/11/2076]',21.490
'[15:08:11.145 06/11/2076]',40.635
'[15:08:11.148 06/11/2076]',78.926
'[15:08:11.152 06/11/2076]',90.256
'[15:08:11.156 06/11/2076]',104.322
'[15:08:11.160 06/11/2076]',33.993
'[15:08:11.164 06/11/2076]',69.939
'[15:08:11.168 06/11/2076]',85.177
'[15:08:11.172 06/11/2076]',0.391
'[15:08:11.176 06/11/2076]',-32.821
'[15:08:11.180 06/11/2076]',76.972
'[15:08:11.184 06/11/2076]',-17.973
'[15:08:11.188 06/11/2076]',110.965
'[15:08:11.191 06/11/2076]',195.360
'[15:08:11.195 06/11/2076]',55.873
'[15:08:11.199 06/11/2076]',280.147
'[15:08:11.203 06/11/2076]',227.009
'[15:08:11.207 06/11/2076]',-67.985
'[15:08:11.211 06/11/2076]',189.109
'[15:08:11.215 06/11/2076]',138.706
'[15:08:11.219 06/11/2076]',151.600
'[15:08:11.223 06/11/2076]',305.543
'[15:08:11.227 06/11/2076]',333.284
'[15:08:11.230 06/11/2076]',300.073
'[15:08:11.234 06/11/2076]',279.365
'[15:08:11.238 06/11/2076]',264.127
'[15:08:11.242 06/11/2076]',304.762
'[15:08:11.246 06/11/2076]',90.647
'[15:08:11.250 06/11/2076]',163.712
'[15:08:11.254 06/11/2076]',157.460
'[15:08:11.258 06/11/2076]',201.612
'[15:08:11.262 06/11/2076]',134.799
'[15:08:11.266 06/11/2076]',393.065
'[15:08:11.270 06/11/2076]',189.109
'[15:08:11.273 06/11/2076]',61.343
'[15:08:11.277 06/11/2076]',371.184
'[15:08:11.281 06/11/2076]',271.551
'[15:08:11.285 06/11/2076]',388.767
'[15:08:11.289 06/11/2076]',444.249
'[15:08:11.293 06/11/2076]',421.978
'[15:08:11.297 06/11/2076]',134.408
'[15:08:11.301 06/11/2076]',89.084
'[15:08:11.305 06/11/2076]',157.070
'[15:08:11.309 06/11/2076]',200.440
'[15:08:11.313 06/11/2076]',287.570
'[15:08:11.316 06/11/2076]',493.871
'[15:08:11.320 06/11/2076]',354.383
'[15:08:11.324 06/11/2076]',224.664
'[15:08:11.328 06/11/2076]',105.495
'[15:08:11.332 06/11/2076]',119.560
'[15:08:11.336 06/11/2076]',80.488
'[15:08:11.340 06/11/2076]',82.442
'[15:08:11.344 06/11/2076]',104.322
'[15:08:11.348 06/11/2076]',83.614
'[15:08:11.352 06/11/2076]',132.845
'[15:08:11.355 06/11/2076]',231.306
'[15:08:11.359 06/11/2076]',408.303
'[15:08:11.363 06/11/2076]',372.357
'[15:08:11.367 06/11/2076]',215.287
'[15:08:11.371 06/11/2076]',69.939
'[15:08:11.375 06/11/2076]',51.575
'[15:08:11.379 06/11/2076]',-3.907
'[15:08:11.383 06/11/2076]',7.033
'[15:08:11.387 06/11/2076]',126.203
'[15:08:11.391 06/11/2076]',-87.521
'[15:08:11.395 06/11/2076]',-89.475
'[15:08:11.398 06/11/2076]',82.051
'[15:08:11.402 06/11/2076]',62.515
'[15:08:11.406 06/11/2076]',96.899
'[15:08:11.410 06/11/2076]',58.608
'[15:08:11.414 06/11/2076]',25.397
'[15:08:11.418 06/11/2076]',-106.276
'[15:08:11.422 06/11/2076]',22.271
'[15:08:11.426 06/11/2076]',30.476
'[15:08:11.430 06/11/2076]',-12.503
'[15:08:11.434 06/11/2076]',-91.038
'[15:08:11.438 06/11/2076]',-199.267
'[15:08:11.441 06/11/2076]',-58.217
'[15:08:11.445 06/11/2076]',-126.203
'[15:08:11.449 06/11/2076]',28.913
'[15:08:11.453 06/11/2076]',209.426
'[15:08:11.457 06/11/2076]',-43.761
'[15:08:11.461 06/11/2076]',-62.906
'[15:08:11.465 06/11/2076]',37.900
'[15:08:11.469 06/11/2076]',-98.462
'[15:08:11.473 06/11/2076]',-19.145
'[15:08:11.477 06/11/2076]',-39.463
'[15:08:11.480 06/11/2076]',-18.755
'[15:08:11.484 06/11/2076]',-6.252
'[15:08:11.488 06/11/2076]',22.271
'[15:08:11.492 06/11/2076]',70.330
'[15:08:11.496 06/11/2076]',232.088
'[15:08:11.500 06/11/2076]',44.933
'[15:08:11.504 06/11/2076]',4.298
'[15:08:11.508 06/11/2076]',97.680
'[15:08:11.512 06/11/2076]',68.376
'[15:08:11.516 06/11/2076]',111.746
'[15:08:11.520 06/11/2076]',166.447
'[15:08:11.523 06/11/2076]',117.216
'[15:08:11.527 06/11/2076]',63.687
'[15:08:11.531 06/11/2076]',126.984
'[15:08:11.535 06/11/2076]',-3.907
'[15:08:11.539 06/11/2076]',69.939
'[15:08:11.543 06/11/2076]',31.258
'[15:08:11.547 06/11/2076]',-38.291
'[15:08:11.551 06/11/2076]',183.639
'[15:08:11.555 06/11/2076]',103.932
'[15:08:11.559 06/11/2076]',-2.735
'[15:08:11.563 06/11/2076]',144.176
'[15:08:11.566 06/11/2076]',-7.424
'[15:08:11.570 06/11/2076]',28.523
'[15:08:11.574 06/11/2076]',135.189
'[15:08:11.578 06/11/2076]',-20.317
'[15:08:11.582 06/11/2076]',-41.807
'[15:08:11.586 06/11/2076]',-14.066
'[15:08:11.590 06/11/2076]',-48.840
'[15:08:11.594 06/11/2076]',-60.952
'[15:08:11.598 06/11/2076]',42.589
'[15:08:11.602 06/11/2076]',-17.973
'[15:08:11.605 06/11/2076]',-105.104
'[15:08:11.609 06/11/2076]',32.821
'[15:08:11.613 06/11/2076]',51.575
'[15:08:11.617 06/11/2076]',-22.271
'[15:08:11.621 06/11/2076]',1.563
'[15:08:11.625 06/11/2076]',195.360
'[15:08:11.629 06/11/2076]',-249.280
'[15:08:11.633 06/11/2076]',-101.587
'[15:08:11.637 06/11/2076]',60.562
'[15:08:11.641 06/11/2076]',-96.117
'[15:08:11.645 06/11/2076]',157.851
'[15:08:11.648 06/11/2076]',133.236
'[15:08:11.652 06/11/2076]',66.422
'[15:08:11.656 06/11/2076]',17.973
'[15:08:11.660 06/11/2076]',-36.728
'[15:08:11.664 06/11/2076]',-6.642
'[15:08:11.668 06/11/2076]',141.441
'[15:08:11.672 06/11/2076]',168.791
'[15:08:11.676 06/11/2076]',187.155
'[15:08:11.680 06/11/2076]',123.858
'[15:08:11.684 06/11/2076]',-41.416
'[15:08:11.688 06/11/2076]',-25.397
'[15:08:11.691 06/11/2076]',40.244
'[15:08:11.695 06/11/2076]',187.155
'[15:08:11.699 06/11/2076]',240.293
'[15:08:11.703 06/11/2076]',150.037
'[15:08:11.707 06/11/2076]',58.999
'[15:08:11.711 06/11/2076]',173.480
'[15:08:11.715 06/11/2076]',66.813
'[15:08:11.719 06/11/2076]',47.277
'[15:08:11.723 06/11/2076]',254.750
'[15:08:11.727 06/11/2076]',87.912
'[15:08:11.730 06/11/2076]',5.470
'[15:08:11.734 06/11/2076]',71.893
'[15:08:11.738 06/11/2076]',-8.205
'[15:08:11.742 06/11/2076]',-48.059
'[15:08:11.746 06/11/2076]',120.733
'[15:08:11.750 06/11/2076]',169.573
'[15:08:11.754 06/11/2076]',53.529
'[15:08:11.758 06/11/2076]',191.453
'[15:08:11.762 06/11/2076]',-36.337
'[15:08:11.766 06/11/2076]',-147.302
'[15:08:11.770 06/11/2076]',38.681
'[15:08:11.773 06/11/2076]',-88.694
'[15:08:11.777 06/11/2076]',-111.746
'[15:08:11.781 06/11/2076]',-107.839
'[15:08:11.785 06/11/2076]',-132.845
'[15:08:11.789 06/11/2076]',-142.222
'[15:08:11.793 06/11/2076]',154.335
'[15:08:11.797 06/11/2076]',171.136
'[15:08:11.801 06/11/2076]',42.979
'[15:08:11.805 06/11/2076]',80.879
'[15:08:11.809 06/11/2076]',-60.562
'[15:08:11.813 06/11/2076]',-98.852
'[15:08:11.816 06/11/2076]',-92.601
'[15:08:11.820 06/11/2076]',-168.791
'[15:08:11.824 06/11/2076]',-231.306
'[15:08:11.828 06/11/2076]',-145.348
'[15:08:11.832 06/11/2076]',-11.722
'[15:08:11.836 06/11/2076]',123.468
'[15:08:11.840 06/11/2076]',107.057
'[15:08:11.844 06/11/2076]',-127.766
'[15:08:11.848 06/11/2076]',-74.237
'[15:08:11.852 06/11/2076]',-95.726
'[15:08:11.855 06/11/2076]',-178.559
'[15:08:11.859 06/11/2076]',181.294
'[15:08:11.863 06/11/2076]',95.726
'[15:08:11.867 06/11/2076]',-168.010
'[15:08:11.871 06/11/2076]',-77.363
'[15:08:11.875 06/11/2076]',-147.302
'[15:08:11.879 06/11/2076]',-188.718
'[15:08:11.883 06/11/2076]',31.258
'[15:08:11.887 06/11/2076]',92.601
'[15:08:11.891 06/11/2076]',51.575
'[15:08:11.895 06/11/2076]',-85.177
'[15:08:11.898 06/11/2076]',50.012
'[15:08:11.902 06/11/2076]',-49.231
'[15:08:11.906 06/11/2076]',34.383
'[15:08:11.910 06/11/2076]',235.214
'[15:08:11.914 06/11/2076]',222.711
'[15:08:11.918 06/11/2076]',26.178
'[15:08:11.922 06/11/2076]',119.951
'[15:08:11.926 06/11/2076]',-109.011
'[15:08:11.930 06/11/2076]',-205.519
'[15:08:11.934 06/11/2076]',20.317
'[15:08:11.938 06/11/2076]',21.880
'[15:08:11.941 06/11/2076]',31.648
'[15:08:11.945 06/11/2076]',138.706
'[15:08:11.949 06/11/2076]',75.800
'[15:08:11.953 06/11/2076]',-34.383
'[15:08:11.957 06/11/2076]',-18.755
'[15:08:11.961 06/11/2076]',-126.984
'[15:08:11.965 06/11/2076]',-73.065
'[15:08:11.969 06/11/2076]',-35.165
'[15:08:11.973 06/11/2076]',55.873
'[15:08:11.977 06/11/2076]',-14.847
'[15:08:11.980 06/11/2076]',-47.668
'[15:08:11.984 06/11/2076]',169.573
'[15:08:11.988 06/11/2076]',-6.252
'[15:08:11.992 06/11/2076]',30.085
'[15:08:11.996 06/11/2076]',119.170
